problem_id,rules_text,reaction_state,option_A,option_B,option_C,option_D,answer
2078,"0. If polarity > 0.39, Beta displacement dominates Alpha transformation.
1. If ((thermal_index > 81 AND zeta_affinity > 6) AND polarity > 0.537), Beta displacement dominates Delta elimination.
2. If thermal_index < 38, Rule 1 is overridden.
3. If ((sigma_density < 2 AND NOT (thermal_index > 63)) OR polarity > 0.209), Gamma rearrangement is blocked.
4. If ((thermal_index < 37 AND zeta_affinity > 9) OR (polarity < 0.5 AND thermal_index > 6)), Rule 3 is overridden.
5. If ((steric_factor < 1 AND steric_factor < 1) AND polarity > 0.805), Rule 0 is overridden.
6. If thermal_index > 38, Rule 4 is overridden.
7. If exactly 3 mechanisms remain, eliminate Beta displacement.
8. If (NOT (zeta_affinity > 1) AND (NOT (steric_factor < 2) AND sigma_density < 3)), dominance between Gamma rearrangement and Delta elimination is reversed.
9. If ((steric_factor > 1 OR sigma_density > 1) OR NOT (zeta_affinity > 10)), Delta elimination is blocked.
10. If zeta_affinity < 10, Beta displacement is blocked.","sigma_density=8, steric_factor=5, polarity=0.855, thermal_index=71, zeta_affinity=2",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
2079,"0. If ((steric_factor < 0 OR sigma_density < 5) OR (thermal_index > 72 AND polarity < 0.773)), Delta elimination is blocked.
1. If sigma_density > 0, Alpha transformation is blocked.
2. If (thermal_index < 49 OR (sigma_density < 5 OR thermal_index < 95)), dominance between Delta elimination and Beta displacement is reversed.
3. If exactly 1 mechanisms remain, eliminate Delta elimination.
4. If zeta_affinity > 0, Beta displacement dominates Gamma rearrangement.
5. If ((sigma_density < 6 AND NOT (thermal_index > 26)) OR steric_factor < 3), Alpha transformation dominates Delta elimination.
6. If ((NOT (polarity > 0.76) AND polarity < 0.916) AND (steric_factor > 3 AND polarity > 0.798)), Beta displacement dominates Delta elimination.
7. If ((sigma_density > 6 AND thermal_index > 46) AND NOT (polarity > 0.946)), dominance between Alpha transformation and Delta elimination is reversed.
8. If ((thermal_index > 44 AND NOT (thermal_index > 9)) AND sigma_density > 3), dominance between Gamma rearrangement and Delta elimination is reversed.","sigma_density=3, steric_factor=4, polarity=0.437, thermal_index=88, zeta_affinity=8",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
2080,"0. If zeta_affinity < 8, Alpha transformation dominates Delta elimination.
1. If ((NOT (steric_factor < 0) OR sigma_density < 10) AND (polarity > 0.434 OR NOT (polarity < 0.288))), Delta elimination is blocked.
2. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
3. If sigma_density < 10, dominance between Alpha transformation and Gamma rearrangement is reversed.
4. If (polarity > 0.069 AND (sigma_density > 1 OR NOT (polarity < 0.774))), Alpha transformation is activated.
5. If sigma_density < 9, Alpha transformation is blocked.
6. If (sigma_density > 4 OR zeta_affinity > 1), Beta displacement is activated.
7. If exactly 1 mechanisms remain, eliminate Delta elimination.
8. If (NOT (sigma_density > 3) AND (zeta_affinity < 2 AND zeta_affinity > 1)), Rule 1 is overridden.
9. If NOT (zeta_affinity < 4), Beta displacement dominates Gamma rearrangement.
10. If NOT (sigma_density > 3), Rule 8 is overridden.","sigma_density=8, steric_factor=2, polarity=0.801, thermal_index=32, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
2081,"0. If exactly 1 mechanisms remain, eliminate Beta displacement.
1. If NOT (zeta_affinity < 7), Alpha transformation dominates Gamma rearrangement.
2. If polarity < 0.493, dominance between Delta elimination and Gamma rearrangement is reversed.
3. If polarity < 0.934, Beta displacement is blocked.
4. If thermal_index > 97, dominance between Gamma rearrangement and Beta displacement is reversed.
5. If ((sigma_density > 1 OR steric_factor < 5) AND NOT (polarity < 0.883)), Gamma rearrangement is blocked.
6. If exactly 3 mechanisms remain, eliminate Delta elimination.
7. If (sigma_density < 5 OR (NOT (polarity < 0.569) OR zeta_affinity > 9)), Alpha transformation dominates Delta elimination.
8. If (thermal_index > 58 OR (NOT (sigma_density < 8) OR NOT (steric_factor < 4))), Alpha transformation is activated.
9. If NOT (sigma_density > 6), Gamma rearrangement dominates Alpha transformation.","sigma_density=1, steric_factor=5, polarity=0.628, thermal_index=57, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
2084,"0. If exactly 3 mechanisms remain, eliminate Gamma rearrangement.
1. If ((sigma_density < 7 AND zeta_affinity < 2) OR polarity < 0.433), Rule 0 is overridden.
2. If exactly 2 mechanisms remain, eliminate Alpha transformation.
3. If NOT (zeta_affinity < 0), Delta elimination is activated.
4. If NOT (polarity < 0.354), Beta displacement is blocked.
5. If (sigma_density < 8 OR polarity > 0.474), Rule 4 is overridden.
6. If (NOT (zeta_affinity < 3) OR polarity > 0.121), Alpha transformation dominates Beta displacement.","sigma_density=10, steric_factor=4, polarity=0.694, thermal_index=26, zeta_affinity=4",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
2086,"0. If exactly 2 mechanisms remain, eliminate Beta displacement.
1. If ((NOT (polarity > 0.886) OR steric_factor > 3) AND (steric_factor < 5 AND thermal_index < 75)), Delta elimination is blocked.
2. If NOT (thermal_index > 87), Alpha transformation is blocked.
3. If ((zeta_affinity < 3 OR sigma_density < 6) AND steric_factor < 1), dominance between Gamma rearrangement and Beta displacement is reversed.
4. If exactly 2 mechanisms remain, eliminate Beta displacement.
5. If ((polarity > 0.524 AND zeta_affinity > 3) OR polarity < 0.312), dominance between Gamma rearrangement and Alpha transformation is reversed.
6. If ((NOT (sigma_density < 9) OR thermal_index < 54) AND polarity > 0.289), Rule 4 is overridden.
7. If ((zeta_affinity < 6 OR NOT (polarity < 0.961)) OR (polarity < 0.568 OR sigma_density > 1)), Gamma rearrangement is blocked.
8. If ((sigma_density > 1 OR thermal_index > 26) AND (sigma_density > 3 AND NOT (thermal_index < 5))), Delta elimination is blocked.
9. If polarity < 0.178, Delta elimination dominates Beta displacement.
10. If NOT (polarity > 0.911), dominance between Gamma rearrangement and Beta displacement is reversed.","sigma_density=6, steric_factor=1, polarity=0.05, thermal_index=35, zeta_affinity=5",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
2087,"0. If (steric_factor < 5 OR (sigma_density < 8 AND NOT (sigma_density > 4))), Gamma rearrangement is activated.
1. If steric_factor < 3, Gamma rearrangement is blocked.
2. If sigma_density < 9, dominance between Gamma rearrangement and Beta displacement is reversed.
3. If thermal_index > 59, Gamma rearrangement is activated.
4. If (NOT (zeta_affinity < 9) AND sigma_density > 0), Rule 1 is overridden.
5. If (NOT (thermal_index > 88) AND (thermal_index > 10 AND zeta_affinity > 4)), Rule 2 is overridden.
6. If thermal_index < 12, Beta displacement is activated.
7. If polarity > 0.214, Rule 5 is overridden.
8. If NOT (thermal_index > 71), Alpha transformation dominates Beta displacement.
9. If exactly 2 mechanisms remain, eliminate Delta elimination.
10. If ((sigma_density < 2 OR polarity > 0.681) AND (sigma_density < 7 OR zeta_affinity > 3)), Gamma rearrangement is blocked.
11. If ((polarity < 0.721 AND NOT (zeta_affinity < 7)) AND sigma_density < 9), Alpha transformation is activated.","sigma_density=1, steric_factor=5, polarity=0.206, thermal_index=68, zeta_affinity=0",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
2088,"0. If ((zeta_affinity > 9 AND NOT (zeta_affinity > 1)) OR (NOT (polarity > 0.895) AND zeta_affinity > 2)), Gamma rearrangement is activated.
1. If thermal_index > 12, dominance between Beta displacement and Gamma rearrangement is reversed.
2. If (thermal_index < 11 AND (steric_factor > 5 OR zeta_affinity > 5)), Rule 1 is overridden.
3. If exactly 1 mechanisms remain, eliminate Gamma rearrangement.
4. If ((zeta_affinity < 10 AND thermal_index < 74) AND (polarity > 0.568 OR thermal_index > 42)), Delta elimination is blocked.
5. If steric_factor < 3, Gamma rearrangement is blocked.
6. If thermal_index < 30, dominance between Beta displacement and Alpha transformation is reversed.
7. If exactly 2 mechanisms remain, eliminate Beta displacement.
8. If ((NOT (polarity < 0.855) OR polarity < 0.019) OR polarity < 0.352), Beta displacement dominates Alpha transformation.
9. If ((sigma_density < 2 OR thermal_index < 59) OR (NOT (sigma_density > 8) OR NOT (zeta_affinity > 4))), Alpha transformation dominates Gamma rearrangement.
10. If NOT (polarity > 0.944), Rule 6 is overridden.","sigma_density=5, steric_factor=1, polarity=0.927, thermal_index=66, zeta_affinity=9",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
2089,"0. If ((NOT (thermal_index > 65) AND NOT (zeta_affinity < 10)) AND (steric_factor > 0 OR polarity > 0.971)), Delta elimination is activated.
1. If ((steric_factor > 4 AND NOT (polarity > 0.878)) AND (NOT (zeta_affinity < 0) AND NOT (zeta_affinity < 10))), Rule 0 is overridden.
2. If polarity < 0.998, Delta elimination is activated.
3. If (NOT (sigma_density < 6) OR (polarity > 0.302 AND NOT (thermal_index > 51))), Rule 1 is overridden.
4. If NOT (sigma_density > 8), Delta elimination is blocked.
5. If (sigma_density < 2 OR (NOT (sigma_density < 0) OR NOT (thermal_index < 33))), Rule 4 is overridden.
6. If sigma_density < 10, Alpha transformation is activated.
7. If zeta_affinity < 5, dominance between Delta elimination and Beta displacement is reversed.
8. If ((thermal_index < 4 AND sigma_density < 4) OR sigma_density < 8), Delta elimination is blocked.
9. If polarity > 0.342, Gamma rearrangement dominates Beta displacement.
10. If (NOT (thermal_index < 37) OR (thermal_index < 96 AND steric_factor < 2)), Gamma rearrangement dominates Alpha transformation.","sigma_density=2, steric_factor=3, polarity=0.552, thermal_index=38, zeta_affinity=7",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
2090,"0. If ((polarity < 0.993 AND NOT (polarity < 0.47)) AND thermal_index < 54), Delta elimination is activated.
1. If (NOT (thermal_index < 86) OR steric_factor < 3), Alpha transformation is blocked.
2. If ((thermal_index < 18 AND zeta_affinity < 4) OR (thermal_index < 56 AND NOT (sigma_density < 3))), Beta displacement is blocked.
3. If thermal_index < 9, Alpha transformation is activated.
4. If (thermal_index > 83 AND polarity > 0.079), Alpha transformation dominates Gamma rearrangement.
5. If (steric_factor > 4 AND polarity > 0.487), Alpha transformation is activated.
6. If ((steric_factor < 0 AND NOT (thermal_index > 77)) OR (steric_factor < 0 OR NOT (sigma_density < 7))), Alpha transformation is blocked.
7. If ((NOT (sigma_density > 4) AND NOT (steric_factor > 0)) AND sigma_density < 4), Gamma rearrangement dominates Alpha transformation.
8. If sigma_density > 4, Delta elimination is blocked.
9. If ((steric_factor < 5 OR thermal_index > 52) AND zeta_affinity > 1), Alpha transformation is blocked.
10. If NOT (steric_factor > 3), Rule 3 is overridden.
11. If (sigma_density > 5 OR zeta_affinity > 8), Delta elimination is blocked.","sigma_density=9, steric_factor=0, polarity=0.154, thermal_index=27, zeta_affinity=1",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,C
2091,"0. If ((polarity > 0.859 AND NOT (steric_factor < 0)) AND (polarity > 0.844 OR zeta_affinity > 7)), dominance between Delta elimination and Beta displacement is reversed.
1. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
2. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
3. If (steric_factor < 4 OR polarity < 0.824), dominance between Gamma rearrangement and Beta displacement is reversed.
4. If (zeta_affinity > 10 OR (sigma_density < 0 OR NOT (thermal_index < 19))), dominance between Gamma rearrangement and Delta elimination is reversed.
5. If exactly 3 mechanisms remain, eliminate Delta elimination.
6. If ((steric_factor > 4 AND NOT (sigma_density > 5)) OR polarity < 0.018), Gamma rearrangement dominates Alpha transformation.
7. If exactly 3 mechanisms remain, eliminate Alpha transformation.
8. If ((thermal_index < 5 OR thermal_index > 98) OR NOT (zeta_affinity < 8)), dominance between Beta displacement and Gamma rearrangement is reversed.","sigma_density=3, steric_factor=4, polarity=0.916, thermal_index=92, zeta_affinity=5",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,B
2092,"0. If (NOT (polarity > 0.555) AND (NOT (polarity > 0.059) AND zeta_affinity > 8)), Gamma rearrangement dominates Beta displacement.
1. If ((thermal_index < 22 AND sigma_density < 6) OR (polarity < 0.453 AND steric_factor < 5)), Beta displacement is activated.
2. If thermal_index < 78, Alpha transformation is blocked.
3. If steric_factor > 1, dominance between Delta elimination and Alpha transformation is reversed.
4. If NOT (zeta_affinity < 2), dominance between Gamma rearrangement and Delta elimination is reversed.
5. If thermal_index < 17, Gamma rearrangement dominates Beta displacement.
6. If (NOT (steric_factor < 1) OR (NOT (sigma_density < 7) OR thermal_index < 31)), Rule 5 is overridden.","sigma_density=7, steric_factor=4, polarity=0.047, thermal_index=20, zeta_affinity=10",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,D
2093,"0. If (sigma_density > 5 AND (polarity < 0.998 AND NOT (steric_factor < 5))), Gamma rearrangement dominates Delta elimination.
1. If ((steric_factor > 1 OR sigma_density < 8) OR (polarity > 0.085 OR NOT (thermal_index > 6))), dominance between Beta displacement and Alpha transformation is reversed.
2. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
3. If exactly 1 mechanisms remain, eliminate Gamma rearrangement.
4. If (sigma_density > 8 OR (polarity > 0.761 OR NOT (zeta_affinity < 0))), dominance between Delta elimination and Alpha transformation is reversed.
5. If ((NOT (sigma_density > 2) AND zeta_affinity > 4) OR sigma_density < 7), Delta elimination dominates Beta displacement.
6. If (steric_factor < 4 AND (steric_factor < 1 AND NOT (polarity > 0.622))), dominance between Beta displacement and Gamma rearrangement is reversed.
7. If ((steric_factor < 2 OR sigma_density > 10) AND zeta_affinity < 8), Gamma rearrangement dominates Beta displacement.
8. If exactly 2 mechanisms remain, eliminate Gamma rearrangement.
9. If exactly 2 mechanisms remain, eliminate Delta elimination.
10. If ((zeta_affinity < 1 AND zeta_affinity < 8) AND (NOT (zeta_affinity > 2) AND NOT (thermal_index < 27))), Alpha transformation is activated.
11. If (NOT (steric_factor > 0) AND (thermal_index < 55 OR thermal_index > 65)), Rule 9 is overridden.","sigma_density=8, steric_factor=5, polarity=0.315, thermal_index=83, zeta_affinity=5",Alpha transformation,Beta displacement,Gamma rearrangement,Delta elimination,A
